osm_id,lon,lat
5,34.04478239650126,44.654561239595616
5,34.04472284434934,44.654515116778065
5,34.0446627921064,44.654469347752816
5,34.04459720957129,44.65442755621914
5,34.04427754836394,44.654640639025
5,34.04395788715657,44.65485372104791
5,34.04385990769678,44.654876553598385
5,34.04382917852939,44.6548338894822
5,34.04379772743256,44.654790223012746
5,34.043765830235785,44.654745937147865
5,34.043716217478064,44.6547154468967
5,34.043665490635235,44.654686422894606
5,34.04361426014527,44.65465711070972
5,34.04356335297072,44.654627983499246
5,34.04351172572728,44.65459844427693
5,34.043460373740864,44.65456906253169
5,34.04340808454301,44.65453914453275
5,34.0433560131781,44.65450935115464
5,34.043302784029905,44.654478895318405
5,34.04324970276605,44.65444852408043
5,34.043195236629906,44.65441736045056
5,34.043140832408554,44.654386232229456
5,34.043076411275976,44.65436957189336
5,34.04302765024372,44.65439518639861
5,34.042978889211476,44.65442080089256
5,34.0429329107321,44.65444495368265
5,34.04288693225271,44.654469106462685
5,34.04280277726725,44.65451331357179
5,34.04272264870377,44.65455540554641
5,34.0426540050196,44.65457969457792
5,34.04260082921178,44.65455893761997
5,34.042547966456254,44.654538302853325
5,34.04249313167227,44.65451689830546
5,34.04243847797095,44.65449556443465
5,34.04238162074747,44.65447337041875
5,34.04232478526973,44.65445118488274
5,34.04226549335612,44.65442804047627
5,34.042204600763064,44.65443175569708
5,34.04214194143262,44.6544545350039
5,34.042082610960094,44.65447610412236
5,34.042023113361346,44.65449773399014
5,34.04196663130015,44.65451826757634
5,34.04190978840295,44.654538932334155
5,34.041855681827386,44.65455860231837
5,34.04180105636092,44.65457846093417
5,34.041748914912006,44.65459741650054
5,34.041696124286005,44.65461660806323
5,34.04164558670291,44.65463498054626
5,34.04159779452263,44.65466412225296
5,34.04155559556256,44.654699969935585
5,34.04151381193305,44.65473587089164
5,34.04147583306614,44.654771974573656
5,34.04143785419922,44.654808078233195
5,34.04140371343871,44.654844162705466
5,34.0413695726782,44.65488024715529
5,34.04133907212589,44.654916097051284
5,34.041308571573595,44.65495194692511
5,34.04128149691766,44.65498737951981
5,34.04125442226174,44.655022812092874
5,34.04123054930873,44.65505767606065
5,34.041206676355735,44.65509254000748
5,34.04116487732052,44.65516088722295
5,34.04112857052967,44.655227665061005
5,34.041097311724656,44.655292734580705
5,34.04107067389523,44.655356001185204
5,34.04104825264877,44.65541740906926
5,34.04102967017284,44.655476935682245
5,34.04101457792176,44.65553458635006
5,34.041002658174754,44.65559038917053
5,34.040993624621755,44.65564439026695
5,34.04098722213314,44.65569664945942
5,34.040983225866505,44.655747236389374
5,34.040981439852985,44.65579622711383
5,34.04098169519449,44.65584370116854
5,34.040983847989395,44.65588973908672
5,34.04098777708778,44.655934420349766
5,34.04099338176421,44.655977821739235
5,34.041000579379286,44.65602001605472
5,34.04100930308864,44.6560610711599
5,34.04101949964483,44.65610104931738
5,34.04103112732643,44.65614000677468
5,34.04104415401881,44.65617799356413
5,34.04105855546302,44.656215053482164
5,34.04107431368184,44.656251224216206
5,34.04109141558722,44.6562865375904
5,34.04110985176821,44.656321019904034
5,34.04112961545599,44.65635469234047
5,34.041150701659724,44.65638757142589
5,34.041173106465486,44.656419669521505
5,34.0411968264897,44.65645099533405
5,34.041221858477854,44.656481554431714
5,34.041248199039444,44.65651134975522
5,34.04127584450986,44.656540382114265
5,34.041304790930724,44.656568650661725
5,34.041335034140246,44.656596153338064
5,34.04136656996625,44.656622887279966
