osm_id,lon,lat
5,34.04139939451393,44.656648849186716
5,34.04143350454209,44.65667403563922
5,34.04146889792056,44.65669844336529
5,34.04150557416227,44.65672206944559
5,34.041543535023,44.656744911454425
5,34.04158278516108,44.65676696752791
5,34.04162333284885,44.65678823635388
5,34.041665190726036,44.65680871707456
5,34.041708376583976,44.65682840909523
5,34.0417529141671,44.65684731178998
5,34.041798833975925,44.65686542409604
5,34.04184617405262,44.65688274398809
5,34.041894980726376,44.656899267824194
5,34.04194530929281,44.65691498955566
5,34.04199722459555,44.65692989979388
5,34.04205080147543,44.65694398473007
5,34.042106125045805,44.65695722490491
5,34.04216329074881,44.65696959382918
5,34.04222240414144,44.65698105646135
5,34.0422835803568,44.656991567552154
5,34.042346943180874,44.6570010698741
5,34.04241262368353,44.65700949236064
5,34.04248075834122,44.6570167481897
5,34.04255148658944,44.65702273285553
5,34.04262494774792,44.65702732228446
5,34.04270127726768,44.65703037106221
5,34.042780602261494,44.65703171085215
5,34.042863036293845,44.65703114909652
5,34.04294867342811,44.6570284681035
5,34.04303758155394,44.657023424633316
5,34.04312979504983,44.65701575010321
5,34.043225306871406,44.65700515153568
5,34.043324060197904,44.65699131337254
5,34.04342593981326,44.656973900271936
5,34.04347835162921,44.65696323063288
5,34.04353076344516,44.65695256099187
5,34.043584518388926,44.65693974721834
5,34.04363827333269,44.65692693344197
5,34.04369320083482,44.65691179220201
5,34.04374812833696,44.65689665095808
5,34.04380401264352,44.65687900038902
5,34.043859896950075,44.65686134981459
5,34.043916474268784,44.65684101388303
5,34.04397305158749,44.65682067794433
5,34.04403000890926,44.65679764146943
5,34.044086964569416,44.656774304782324
5,34.04414394931535,44.656748273194424
5,34.04420090620075,44.656721932088104
5,34.04425750383097,44.65669277715764
5,34.04431404534437,44.65666330553902
5,34.04436979217135,44.65663092687509
5,34.04442545284846,44.65659822681912
5,34.044479839290574,44.656562558000104
5,34.04453410812859,44.65652656586504
5,34.04458658365136,44.656487580454744
5,34.044638909124785,44.656448272872105
5,34.044688888928114,44.65640599009864
5,34.044738685747035,44.65636338961499
5,34.04478566711525,44.656318034318126
5,34.0448322167969,44.6562720596033
5,34.04487548150754,44.65622359614871
5,34.04491825020909,44.65617453657714
5,34.044957167059074,44.65612314638365
5,34.044995526301484,44.656071190853574
5,34.04502947248075,44.6560171155005
5,34.045062803562075,44.65596251306608
5,34.045091178492115,44.65590605474293
5,34.04511888634565,44.655849114896334
5,34.04514112610775,44.65579063519395
5,34.04516265370996,44.65573172648049
5,34.045178245619574,44.6556716434161
5,34.04519308850151,44.6556111902804
5,34.04520158534011,44.65554997351264
5,34.04520930571248,44.65548845133791
5,34.0452103391034,44.65542661560012
5,34.0452105790823,44.65536454397513
5,34.045203871495055,44.65530264083091
5,34.045196364915455,44.65524057515561
5,34.04518173980616,44.65517918325895
5,34.04516632213489,44.65511770487662
5,34.04514371177878,44.65505741899069
5,34.045120327689496,44.6549971241068
5,34.04508977833449,44.654938543201716
5,34.045058486581425,44.654880030914484
5,34.04502016064643,44.65482374571692
5,34.044981135969415,44.65476760553564
5,34.04493531112278,44.65471418593995
5,34.04488884302949,44.65466098520336
5,34.0448359081066,44.654610967972516
